Checkee_CaseId,VisaType,ApplicationDate,ClearanceDate,Consulate,Major,ApplicationStatus
67308,F1,2012-11-28,2012-12-12,ShangHai,EE,Clear
70095,H1,2012-11-29,2012-12-19,NewDelhi,ME,Clear
65842,B1,2012-11-29,2012-12-14,BeiJing,EE,Clear
36010,F1,2012-07-10,,GuangZhou,Computer and Information,Pending
45946,J1,2012-07-11,2012-09-10,BeiJing,EE,Clear
39363,F1,2012-07-11,,BeiJing,Mechanical Engineering,Pending
71734,F1,2013-01-03,2013-01-09,GuangZhou,Chemistry,Clear
162785,F1,2013-06-27,2013-08-20,BeiJing,EE,Clear
139264,F1,2013-06-21,2013-08-21,GuangZhou,chemistry,Clear
81211,F1,2013-02-05,2013-02-26,Europe,,Clear
157940,F1,2013-06-21,2013-08-20,BeiJing,Biological and biomedical,Clear
156341,B2,2013-07-01,2013-08-30,GuangZhou,,Clear
150040,F1,2013-06-19,2013-08-12,ShenYang,EE,Clear
155688,F1,2013-07-01,2013-08-15,ShangHai,isi,Clear
39694,F1,2012-07-09,2012-08-29,GuangZhou,Stat,Clear
37970,F1,2012-07-09,2012-07-27,ShangHai,Medicinal Chemistry,Clear
165173,F2,2013-07-08,2013-08-23,ShangHai,,Clear
156168,F1,2013-07-01,2013-08-12,BeiJing,Chemistry,Clear
121517,B1,2013-05-10,2013-06-22,GuangZhou,CA,Clear
163283,H1,2013-07-23,2013-09-12,BeiJing,Chemistry,Clear
178003,F1,2013-05-13,,BeiJing,EE,Pending
136619,B1,2013-06-17,2013-08-28,BeiJing,š¤ÉĚšÜŔí,Clear
165172,F1,2013-07-08,2013-08-23,ShangHai,MSE,Clear
155634,F1,2013-06-24,2013-08-14,BeiJing,EE,Clear
163611,F1,2013-07-08,2013-08-22,BeiJing,EE,Clear
87312,H1,2013-02-06,2013-03-15,ChengDu,ME,Clear
167014,F1,2013-08-20,2013-09-05,BeiJing,ME,Clear
161389,J2,2013-07-23,2013-08-19,Europe,Biology,Clear
144525,F1,2013-06-20,2013-08-13,ShangHai,Physics,Clear
164967,H1,2013-07-29,2013-09-13,Toronto,ME,Clear
135346,F1,2013-06-10,2013-08-01,BeiJing,pharmaceutical science,Clear
142578,F1,2013-06-24,2013-08-16,ShangHai,Civil Engineering,Clear
105660,F1,2013-04-30,2013-05-25,BeiJing,ME,Clear
193079,B1,2013-08-29,,BeiJing,CS,Pending
161856,F1,2013-07-02,2013-08-15,GuangZhou,EE,Clear
124857,F1,2013-06-10,,ShangHai,Physics,Pending
153190,B2,2013-07-26,2013-09-17,BeiJing,REMOTE IMAGING AND RECONN,Clear
136076,J1,2013-07-05,2013-08-22,ShangHai,Molecular&Cellular Biolog,Clear
36602,F1,2012-07-16,,BeiJing,,Pending
35540,F1,2012-06-01,2012-07-06,GuangZhou,Chem,Clear
32557,F1,2012-06-01,2012-07-13,BeiJing,Earth Science,Clear
32665,F1,2012-06-01,2012-07-13,BeiJing,ME-MEMS,Clear
147237,F1,2013-06-13,,Others,Microbiology,Pending
129858,J1,2013-06-11,2013-07-26,BeiJing,Chemistry,Clear
41367,H1,2012-07-17,2012-08-08,ShangHai,EE,Clear
37824,J1,2012-07-17,2012-08-06,BeiJing,Bioinformatics,Clear
37522,F1,2012-07-17,2012-08-06,Europe,ComputerScience,Clear
36906,H1,2012-07-17,2012-08-03,ShangHai,Biochemistry,Clear
143628,F1,2013-06-13,2013-07-26,BeiJing,CS Phd,Clear
193431,B1,2013-08-29,2013-11-14,BeiJing,,Clear
235892,F1,2013-11-19,2013-11-29,ShangHai,Mechanical Engineering,Clear
147699,F1,2013-06-13,2013-08-19,ShangHai,physics,Clear
241840,H1,2013-11-29,,Toronto,Elec. Engineering,Pending
32709,F1,2012-06-01,2012-06-21,BeiJing,Physics,Clear
149209,J1,2013-04-30,2013-08-13,ShenYang,chemistry,Clear
113307,F1,2013-05-20,2013-06-19,ShangHai,Neuroscience,Clear
207847,B1,2013-09-13,2013-10-21,BeiJing,EE,Clear
164006,F1,2013-07-05,2013-08-20,ShangHai,Telecommunication Enginee,Clear
240928,F1,2013-11-26,2013-12-12,ShangHai,,Clear
134456,F1,2013-07-05,2013-08-22,ShangHai,ee,Clear
74875,F1,2013-01-03,2013-01-28,BeiJing,Physics,Clear
167645,F1,2013-08-08,,BeiJing,EE,Pending
154448,F1,2013-06-21,,BeiJing,Civil,Pending
145485,F1,2013-06-20,2013-08-13,BeiJing,ECE,Clear
141806,F1,2013-06-24,2013-08-21,BeiJing,chemistry,Clear
215264,B1,2013-10-07,2013-11-07,BeiJing,EE,Clear
110643,F1,2013-05-10,2013-06-04,BeiJing,Physics,Clear
130259,F1,2013-05-20,2013-07-02,BeiJing,EE-Phd,Clear
124260,F1,2013-05-17,2013-06-26,ChengDu,Physics,Clear
235891,F1,2013-11-15,,BeiJing,chemistry,Pending
254657,H1,2013-12-10,2013-12-23,BeiJing,EE,Clear
109051,F1,2013-04-30,2013-05-30,BeiJing,Computer Science,Clear
141388,F1,2013-06-13,2013-08-16,ShangHai,EE,Clear
256215,F1,2013-12-05,,ShangHai,chemistry,Pending
123988,F1,2013-05-20,,ShangHai,Physics,Pending
35935,F1,2012-07-05,2012-07-20,BeiJing,physics,Clear
106695,F1,2013-05-09,2013-06-06,BeiJing,CS,Clear
192292,J1,2013-08-29,2013-10-16,BeiJing,EE,Clear
269610,F1,2013-12-17,2014-01-09,ShangHai,Pharmacoepidemiology,Clear
185691,J2,2013-07-29,2013-09-24,ShenYang,Materials Science,Clear
32472,F1,2012-06-01,2012-06-20,BeiJing,Computer Engineering,Clear
35660,J1,2012-06-01,,BeiJing,CS,Pending
34354,J1,2012-06-01,2012-07-13,BeiJing,Physics,Clear
33353,F1,2012-06-01,2012-07-06,BeiJing,Bioengineering,Clear
130535,F1,2013-05-29,2013-07-03,ShangHai,EE,Clear
130340,J1,2013-05-20,2013-08-27,GuangZhou,Neuroscience,Clear
164924,F1,2013-08-08,,BeiJing,biology,Pending
193078,B1,2013-08-29,2013-10-07,BeiJing,CS,Clear
148775,F1,2013-06-10,2013-08-12,ShangHai,ME,Clear
168987,H1,2013-08-28,2013-10-17,GuangZhou,,Clear
149576,F1,2013-06-21,2013-08-20,BeiJing,materials science and eng,Clear
160107,F1,2013-07-05,2013-08-20,BeiJing,EE,Clear
215253,B1,2013-09-26,2013-10-30,BeiJing,Communication,Clear
142709,F1,2013-06-20,2013-08-13,BeiJing,ECE,Clear
34054,F1,2012-06-01,2012-07-13,BeiJing,EE,Clear
122119,J1,2013-05-24,2013-07-03,ShangHai,chemistry,Clear
35955,F1,2012-06-28,,BeiJing,mechancial engineering,Pending
35707,B1,2012-06-28,2012-07-24,ChengDu,Telecom,Clear
133238,F1,2013-05-28,2013-07-23,BeiJing,EE,Clear
101174,J1,2013-04-17,2013-05-07,ShangHai,pharmacology,Clear
153144,F1,2013-06-18,2013-08-15,BeiJing,Chemistry,Clear
152836,J1,2013-06-18,2013-08-21,ShangHai,biology,Clear
149609,J1,2013-06-07,2013-08-01,ShangHai,EE,Clear
126510,F1,2013-06-10,2013-08-13,ShangHai,ECE,Clear
225072,H1,2013-11-04,,Ottawa,,Pending
150090,F1,2013-06-18,2013-08-07,BeiJing,chemical engineering,Clear
152927,J1,2013-06-18,2013-08-20,ChengDu,Chemistry,Clear
150802,F1,2013-06-24,2013-08-20,BeiJing,EE,Clear
149602,F1,2013-06-28,,BeiJing,Biology,Pending
161159,F1,2013-06-25,2013-08-15,BeiJing,Biomedical Engineering,Clear
144544,J1,2013-06-28,2013-08-19,BeiJing,chemical engineering,Clear
71618,F1,2012-12-19,2013-01-07,BeiJing,biology,Clear
35943,J1,2012-06-01,,BeiJing,CS,Pending
71139,F1,2012-12-26,2013-01-02,GuangZhou,CS,Clear
164090,F1,2013-06-28,2013-08-20,ShangHai,Computer Engineering,Clear
149419,F1,2013-06-07,2013-08-01,ShangHai,Physics,Clear
231236,H1,2013-10-07,2014-01-13,Toronto,Mechanical Engineering,Clear
228803,H1,2013-10-17,,Toronto,Bachelors,Pending
157863,F1,2013-06-11,2013-08-20,ChengDu,ce,Clear
212118,F1,2013-10-22,2013-11-18,ChengDu,Neuroscience,Clear
143167,F1,2013-06-28,2013-08-21,BeiJing,CS,Clear
148792,F1,2013-06-07,2013-08-15,ShangHai,EE,Clear
152867,F1,2013-06-18,2013-08-05,BeiJing,ce/ee,Clear
144054,F1,2013-06-28,2013-08-14,BeiJing,Chemical Engineering,Clear
143878,F1,2013-06-28,2013-08-20,ShangHai,Aerospace Engineering,Clear
146996,F1,2013-06-07,2013-07-29,ShangHai,Epidemiology,Clear
152868,F2,2013-06-18,2013-08-05,BeiJing,,Clear
150014,F1,2013-06-18,2013-08-12,GuangZhou,Physics,Clear
141089,F1,2013-07-01,2013-08-16,BeiJing,CS,Clear
161736,J1,2013-07-08,2013-08-21,ShangHai,Computer Science,Clear
174008,B2,2013-07-31,,ShangHai,Biochemical Engineering,Pending
69330,F1,2012-12-18,2013-01-07,BeiJing,Biomedical Science,Clear
146894,F1,2013-06-07,2013-07-29,ShangHai,EE,Clear
163630,J1,2013-07-02,2013-08-20,BeiJing,ME,Clear
160787,F1,2013-07-08,2013-08-15,ShangHai,Biostatistics,Clear
158521,F1,2013-07-09,,ShangHai,EE,Pending
161026,J1,2013-06-10,2013-08-22,ShangHai,Physics,Clear
148799,J1,2013-06-18,2013-08-16,BeiJing,Materials,Clear
70088,F1,2012-12-19,2013-01-11,ShangHai,Bioinformatics,Clear
156314,F1,2013-06-11,2013-08-09,ShangHai,Polymer Science,Clear
150917,F1,2013-06-28,2013-08-12,BeiJing,Physics,Clear
171346,H1,2013-07-08,2013-09-03,ShangHai,CS,Clear
212090,J1,2013-10-23,2013-11-15,ChengDu,ME RELIABILITY,Clear
152666,F1,2013-08-01,2013-08-27,ChengDu,Computer Science,Clear
160032,J1,2013-08-01,2013-08-29,ChengDu,Evolution,Clear
208143,J1,2013-09-06,2013-10-24,ShangHai,biology,Clear
150154,F1,2013-08-01,2013-08-26,BeiJing,CE,Clear
218411,L1,2013-09-06,2014-03-14,GuangZhou,,Clear
137855,F1,2013-07-08,2013-08-14,ShenYang,EE,Clear
149573,F1,2013-08-01,,BeiJing,,Pending
136282,F1,2013-07-08,2013-08-20,BeiJing,EE,Clear
157632,F1,2013-07-09,2013-08-22,GuangZhou,ME,Clear
160215,F1,2013-06-28,,BeiJing,Chem,Pending
210810,J1,2013-09-13,2013-11-15,BeiJing,Material Physics and Chem,Clear
129549,F1,2013-06-11,2013-07-31,BeiJing,Mechanical Engineering,Clear
163354,F1,2013-07-08,2013-08-19,BeiJing,Applied Physics,Clear
120532,F1,2013-05-16,2013-06-17,BeiJing,CS/CE,Clear
119460,B1,2013-05-20,2013-06-11,BeiJing,CS,Clear
218443,B1,2013-10-09,2013-11-27,BeiJing,,Clear
263951,H1,2013-12-19,2014-01-06,BeiJing,Biomedical Engineering,Clear
90285,J1,2013-02-28,2013-03-29,BeiJing,,Clear
76022,F1,2012-12-27,2013-01-16,BeiJing,Physics,Clear
32740,F1,2012-06-04,2012-06-26,BeiJing,Chemistry,Clear
38861,F1,2012-07-18,2012-08-06,BeiJing,Geography and planning,Clear
152808,H1,2013-07-08,2013-08-30,ShangHai,CS,Clear
256403,F1,2013-12-20,,GuangZhou,Biology,Pending
69992,F1,2012-12-26,2012-12-27,BeiJing,Computer Science,Clear
35721,F1,2012-06-04,2012-07-05,BeiJing,Chemical Engineering,Clear
216758,J1,2013-10-22,2013-11-21,BeiJing,Physics,Clear
212174,L1,2013-10-22,2013-11-13,BeiJing,ME,Clear
152597,J1,2013-07-08,2013-08-21,BeiJing,Applied chemistry,Clear
165946,B1,2013-08-20,2013-10-08,GuangZhou,,Clear
231305,F1,2013-11-13,2013-11-26,ShangHai,Manufacturing Engineering,Clear
161811,F1,2013-06-26,2013-08-20,BeiJing,EE,Clear
32505,F1,2012-06-01,2012-07-13,BeiJing,ECE,Clear
147973,F1,2013-06-18,2013-08-19,BeiJing,Chemistry,Clear
173239,J1,2013-08-30,2013-10-09,GuangZhou,EE,Clear
70028,F1,2012-12-27,2012-12-28,GuangZhou,Business Admin,Clear
147879,F1,2013-06-19,2013-08-19,BeiJing,Molecular Genetics and Ge,Clear
127813,B1,2013-06-21,2013-07-03,BeiJing,Computer Science,Clear
76460,F1,2012-12-27,2013-02-01,BeiJing,ME,Clear
101462,J1,2013-04-01,2013-04-26,BeiJing,animal breeding,Clear
35731,B1,2012-07-02,2012-07-20,BeiJing,,Clear
35547,F1,2012-07-02,2012-08-08,ShangHai,Physics,Clear
36035,F1,2012-07-03,2012-07-20,Others,Materials,Clear
33039,F1,2012-06-01,2012-07-06,BeiJing,Computer Security,Clear
161612,J1,2013-06-18,2013-08-16,GuangZhou,Microbiology,Clear
32777,B1,2012-06-04,2012-07-11,GuangZhou,Payment,Clear
34471,F1,2012-06-04,2012-06-26,BeiJing,EE,Clear
142980,F1,2013-06-24,2013-08-14,BeiJing,CE,Clear
215175,F1,2013-09-23,2013-10-28,ShangHai,Biomedical,Clear
158463,F1,2013-06-27,2013-08-12,BeiJing,Cheme,Clear
147851,F1,2013-06-18,,BeiJing,information system,Pending
142260,J1,2013-06-25,2013-08-20,BeiJing,EE,Clear
162111,H1,2013-07-02,2013-10-24,BeiJing,CS,Clear
254748,H1,2013-11-26,2014-02-05,Others,Economics,Clear
146930,F1,2013-06-18,2013-08-16,ChengDu,Computer Engineering,Clear
106616,F1,2013-04-18,2013-05-10,BeiJing,Chemical Engineering,Clear
153746,J1,2013-07-08,2013-08-19,ShangHai,mse,Clear
111099,B1,2013-05-21,2013-06-19,ShangHai,Phamaceutical Analysis,Clear
32972,F1,2012-06-01,2012-06-12,BeiJing,Computer Science,Clear
32926,F1,2012-06-04,2012-06-20,BeiJing,Computer Engineering,Clear
114897,B2,2013-05-21,2013-08-01,BeiJing,chuan,Clear
161898,B2,2013-06-11,2013-08-16,BeiJing,CS,Clear
153604,F1,2013-07-08,2013-08-22,ShangHai,ChemE,Clear
123613,F1,2013-05-20,2013-06-22,GuangZhou,Genetics PhD,Clear
146470,F2,2013-06-11,2013-07-29,ChengDu,,Clear
89387,B1,2013-02-26,2013-03-29,BeiJing,biomedical,Clear
161892,F1,2013-06-26,2013-08-20,ShangHai,CS,Clear
137903,F2,2013-06-17,2013-08-02,BeiJing,,Clear
148342,F1,2013-06-18,2013-08-22,BeiJing,Physics,Clear
146674,F1,2013-06-18,2013-09-06,BeiJing,CHEM,Clear
92917,J1,2013-02-27,,BeiJing,RS,Pending
122414,F1,2013-05-20,2013-06-25,ShangHai,CS,Clear
41445,F1,2012-07-03,2012-08-09,BeiJing,EE,Clear
36719,F1,2012-07-03,2012-08-08,BeiJing,EPIDEMIOLOGY,Clear
152996,F1,2013-07-08,2013-08-22,BeiJing,EE,Clear
92627,B1,2013-02-27,2013-04-18,BeiJing,Biology,Clear
118961,F1,2013-05-20,2013-06-14,GuangZhou,informatics,Clear
33910,F1,2012-06-01,2012-07-06,BeiJing,EE,Clear
141117,F1,2013-07-09,2013-08-20,ChengDu,pharmaceutical sci.,Clear
138257,F1,2013-07-09,2013-08-12,BeiJing,Applied Physics,Clear
142646,F1,2013-06-18,2013-08-14,BeiJing,materials science,Clear
98726,B1,2013-03-21,2013-04-17,BeiJing,Biochemical Engineering,Clear
133088,B2,2013-06-11,2013-08-01,BeiJing,CS,Clear
146417,F1,2013-06-18,2013-08-07,BeiJing,chemistry (PhD),Clear
145114,J1,2013-06-18,2013-08-13,ChengDu,Bioengineering,Clear
156176,F1,2013-06-03,2013-08-08,BeiJing,chemistry and biochemistr,Clear
153927,F1,2013-06-28,2013-08-14,ShangHai,EE,Clear
152939,F1,2013-06-21,2013-08-20,BeiJing,EE,Clear
100678,B2,2013-04-01,,ShangHai,CS,Pending
218542,J1,2013-10-08,2013-11-01,BeiJing,Computer Science,Clear
143855,F1,2013-07-09,2013-09-07,BeiJing,CS,Clear
131352,F1,2013-05-01,,Chennai,EE,Pending
133833,F1,2013-06-04,,ChengDu,information science,Pending
236081,J1,2013-10-17,2013-11-12,BeiJing,,Clear
101410,J1,2013-04-01,2013-04-26,BeiJing,Biomedical,Clear
126891,F1,2013-05-23,2013-06-25,BeiJing,MSE,Clear
161081,F1,2013-06-21,2013-08-19,HongKong,EE,Clear
236082,J1,2013-10-17,2013-11-12,BeiJing,,Clear
263968,J1,2013-12-16,2014-01-02,BeiJing,EE,Clear
133004,F1,2013-06-28,2013-08-20,BeiJing,ECE,Clear
192891,F1,2013-05-02,,Others,Mechanical Eng.,Pending
140880,F1,2013-07-09,2013-08-14,BeiJing,Chemistry,Clear
137165,F1,2013-05-02,,ShenYang,MSE,Pending
132584,F1,2013-06-04,,ChengDu,EE,Pending
152120,F1,2013-06-28,2013-08-19,BeiJing,ECE,Clear
229087,H1,2013-10-24,2013-11-22,Toronto,,Clear
101341,H1,2013-04-01,2013-04-25,Others,,Clear
33392,F1,2012-05-30,2012-06-21,GuangZhou,biology,Clear
163428,B1,2013-07-09,2013-09-09,ShangHai,biochem,Clear
112252,F1,2013-05-23,2013-06-24,BeiJing,CS,Clear
118877,F1,2013-05-23,2013-06-24,BeiJing,Mechanical Engineering,Clear
223260,H1,2013-10-10,2013-11-06,BeiJing,CS,Clear
130201,L1,2013-06-18,2013-08-08,BeiJing,Language,Clear
131031,F2,2013-06-03,,ShangHai,microbiology,Pending
131503,B2,2013-06-28,2013-08-30,ShangHai,english,Clear
236080,J1,2013-10-17,2013-11-12,BeiJing,,Clear
159357,F1,2013-06-28,2013-08-20,BeiJing,Physics,Clear
130542,J1,2013-06-04,,BeiJing,biomedical engineering,Pending
138214,F1,2013-06-11,2013-08-01,GuangZhou,Chemistry,Clear
112009,F1,2013-05-23,2013-06-25,BeiJing,material science,Clear
126950,F2,2013-05-23,2013-06-24,BeiJing,Mechanical Engineering,Clear
128280,F1,2013-05-30,2013-07-11,ShangHai,Physics,Clear
145607,F1,2013-06-18,,ChengDu,Chemical Engineering,Pending
142799,B2,2013-06-18,2013-08-06,BeiJing,,Clear
99666,F1,2013-04-18,2013-04-26,ShangHai,Materials,Clear
136591,F1,2013-06-11,,ShangHai,AS,Pending
114600,B1,2013-05-01,2013-05-28,Montreal,Control,Clear
132647,F1,2013-06-04,2013-07-09,BeiJing,CS,Clear
137087,F1,2013-06-11,2013-07-26,BeiJing,EE,Clear
159503,F1,2013-06-28,2013-08-27,BeiJing,EE,Clear
154574,F1,2013-06-28,2013-08-19,BeiJing,CS,Clear
134175,F1,2013-06-28,2013-07-02,BeiJing,chemistry,Clear
152651,F1,2013-06-28,,BeiJing,ME,Pending
94753,B1,2013-03-22,2013-05-07,Others,Human Nutrition,Clear
160157,F1,2013-06-14,2013-08-15,ShangHai,biochemistry,Clear
101302,B2,2013-04-01,2013-05-14,Ottawa,CS,Clear
135575,F1,2013-06-18,2013-08-12,BeiJing,Mechanical Engineering,Clear
93146,J1,2013-03-15,,BeiJing,,Pending
244744,J1,2013-11-25,2013-12-23,Others,Computer Vision,Clear
142282,F1,2013-07-09,2013-08-13,ShangHai,chemistry,Clear
94487,F1,2013-03-21,2013-04-25,Europe,biology,Clear
179301,H1,2013-07-09,,BeiJing,Chemistry,Pending
229118,J1,2013-10-16,,Others,Computer Science,Pending
32255,B1,2012-05-22,2012-06-18,BeiJing,Condensed Matters Physics,Clear
33466,F1,2012-05-24,2012-06-13,ChengDu,Biology,Clear
32249,F1,2012-05-24,2012-06-13,BeiJing,Chemistry,Clear
107897,F1,2013-05-02,2013-06-03,ShangHai,Chemistry,Clear
32250,F1,2012-05-24,2012-06-12,BeiJing,biostat,Clear
32340,F1,2012-05-24,2012-06-12,BeiJing,Chemical Engineering,Clear
164723,F1,2013-07-19,2013-08-23,BeiJing,BME,Clear
68397,B1,2012-12-10,2013-01-02,BeiJing,computer,Clear
269837,F1,2013-12-16,2014-01-07,ShangHai,Chemical Engineering,Clear
167868,B2,2013-06-20,2013-09-10,BeiJing,,Clear
67012,H1,2012-12-10,2013-01-07,ShangHai,CS,Clear
67201,H1,2012-12-10,2012-12-27,BeiJing,EE,Clear
239406,L2,2013-11-08,2013-11-26,Europe,Biotechnology,Clear
160101,F1,2013-07-09,2013-08-26,ChengDu,CS,Clear
132718,J1,2013-06-05,2013-07-11,BeiJing,MV,Clear
149725,F1,2013-07-09,2013-08-16,ChengDu,EE,Clear
132656,L1,2013-06-05,2013-08-01,ShangHai,chemical engineering,Clear
113897,B1,2013-05-09,2013-06-05,ShangHai,Electronic and Informatio,Clear
66938,F1,2012-12-10,2012-12-28,ShangHai,chemistry,Clear
165972,J1,2013-07-09,2013-08-27,ShangHai,Biomedical,Clear
104034,F2,2013-04-05,2013-07-16,ChengDu,,Clear
132455,J1,2013-06-20,2013-08-13,BeiJing,Physics,Clear
150340,F1,2013-06-11,2013-08-02,ShangHai,ME,Clear
129947,F1,2013-06-06,2013-08-01,ShangHai,bioengineering,Clear
131343,F1,2013-06-20,2013-08-19,BeiJing,Chemical Engineering,Clear
61388,F1,2012-05-21,2012-08-14,BeiJing,CHE,Reject
32252,F1,2012-05-22,2012-06-08,ChengDu,Math,Clear
150955,F1,2013-07-09,2013-08-22,BeiJing,Medical Product Engineeri,Clear
32183,F1,2012-05-22,,ChengDu,EE,Pending
32570,H1,2012-05-22,2012-06-12,GuangZhou,Engineering,Clear
33389,F1,2012-05-22,2012-06-12,BeiJing,Biological Engineering,Clear
33350,J1,2012-05-22,2012-06-18,BeiJing,CS,Clear
32647,F1,2012-05-22,2012-06-09,GuangZhou,Finance,Clear
32074,F1,2012-05-22,2012-06-12,ChengDu,cs,Clear
134348,J1,2013-06-17,2013-07-14,ShangHai,,Clear
122468,F1,2013-06-06,2013-08-06,ShangHai,CS,Clear
165171,F1,2013-07-19,2013-08-26,BeiJing,Chemical Engineering,Clear
236164,H1,2013-11-19,,Ottawa,MSE,Pending
115198,F1,2013-05-07,2013-06-07,ChengDu,EE,Clear
218606,B1,2013-10-17,2013-11-12,BeiJing,,Clear
132700,F1,2013-06-05,2013-08-08,ShangHai,Material Science,Clear
33421,J1,2012-05-24,2012-07-05,ShangHai,Geography,Clear
33475,J1,2012-05-24,2012-06-21,ShangHai,Biology,Clear
32475,F1,2012-05-31,2012-06-20,BeiJing,Medicinal Chemistry,Clear
118428,B2,2013-05-09,2013-06-06,ShangHai,bio,Clear
130328,F1,2013-06-17,2013-08-13,ChengDu,Computer Science,Clear
132467,F1,2013-06-18,2013-08-13,BeiJing,microbiology,Clear
66379,B1,2012-12-10,2012-12-28,GuangZhou,,Clear
42339,F1,2012-07-18,2012-08-06,BeiJing,Materials Scienc,Clear
37833,F1,2012-07-26,2012-09-04,ChengDu,biology,Clear
43192,F1,2012-07-27,2012-08-23,GuangZhou,Biochem,Clear
33285,F1,2012-05-24,2012-06-13,BeiJing,CS,Clear
32207,F1,2012-05-23,2012-06-12,GuangZhou,biomedical sciences,Clear
35813,J1,2012-05-23,2012-08-08,GuangZhou,EE,Clear
117853,F1,2013-05-09,2013-06-25,ChengDu,EE,Clear
131408,J1,2013-06-20,2013-08-21,BeiJing,HEP,Clear
132611,J1,2013-06-05,2013-07-12,ShenYang,,Clear
134109,F1,2013-06-20,,GuangZhou,CS,Pending
32102,B1,2012-05-23,,GuangZhou,computer tecnology,Pending
34398,J1,2012-05-23,,Europe,Physics,Pending
32134,F1,2012-05-23,2012-06-20,GuangZhou,Computer Science(AI),Clear
32502,F1,2012-05-23,2012-06-06,ShangHai,Electrical Engineering,Clear
157766,F1,2013-05-10,2013-08-20,ShangHai,IEOR,Clear
32981,F1,2012-05-23,2012-06-11,ShangHai,virology and diease contr,Clear
32739,F1,2012-05-24,2012-06-11,BeiJing,CS,Clear
32170,F1,2012-05-24,,ChengDu,BME,Pending
163484,F1,2013-07-09,2013-08-22,BeiJing,MAE,Clear
74839,H1,2013-01-08,2013-01-28,BeiJing,Computational Science,Clear
165999,F1,2013-07-09,2013-08-23,BeiJing,cs,Clear
164824,B1,2013-08-09,2013-10-15,BeiJing,bussiness meeting,Clear
156985,J1,2013-08-09,2013-08-29,ShangHai,Medical Imaging,Clear
164772,J1,2013-07-09,2013-08-23,ShangHai,Biophysics,Clear
36738,F1,2012-07-16,2012-08-08,ShangHai,MSE,Clear
159948,J1,2013-08-09,2013-08-28,ShangHai,ME,Clear
162365,F1,2013-07-09,2013-08-21,ShangHai,Bioinformatics,Clear
130762,F1,2013-06-20,2013-08-21,ShangHai,Materials Science,Clear
155016,B2,2013-06-21,2013-09-09,ShangHai,Maths,Clear
161559,B2,2013-08-09,,ShangHai,telecommunication,Pending
137149,J1,2013-07-09,2013-08-14,BeiJing,biochemistry and molecula,Clear
120436,F1,2013-05-10,2013-06-14,ChengDu,Biomedical Sciences,Clear
71640,F1,2013-01-02,2013-01-08,GuangZhou,Chemistry,Clear
160682,J1,2013-07-09,2013-08-20,ChengDu,CS,Clear
159186,F1,2013-07-09,2013-08-14,BeiJing,cs,Clear
169940,H1,2013-07-09,2013-09-04,ShangHai,,Clear
162736,F1,2013-08-09,2013-09-03,ShangHai,ME,Clear
190759,B1,2013-08-12,2013-09-24,BeiJing,Computer Science,Clear
42238,J1,2012-07-27,2012-08-16,ShangHai,CS,Clear
159385,J1,2013-08-12,2013-08-30,ShangHai,Biology,Clear
127685,F1,2013-05-29,2013-06-27,ShangHai,chemical engineering,Clear
136469,F1,2013-07-09,2013-07-15,BeiJing,Materials Engi,Clear
117657,F1,2013-05-10,2013-06-17,ShangHai,EE,Clear
132441,F2,2013-05-29,2013-07-09,ShangHai,,Clear
107014,F1,2013-05-10,2013-06-12,BeiJing,Physics,Clear
127817,J1,2013-05-10,2013-07-08,BeiJing,Architecture,Clear
138074,F1,2013-06-05,2013-07-30,ShangHai,ECE,Clear
117622,F1,2013-05-10,2013-07-26,BeiJing,Computer Science,Clear
85917,F1,2013-02-20,2013-03-19,ShangHai,Biology,Clear
119086,J1,2013-05-10,2013-06-14,GuangZhou,Computer science,Clear
130923,F1,2013-05-13,2013-08-16,ShangHai,MSE,Clear
133768,F1,2013-06-11,2013-07-26,BeiJing,CE phd,Clear
74748,F1,2013-01-02,2013-01-17,BeiJing,CS,Clear
133776,F1,2013-06-11,2013-07-12,BeiJing,CS,Clear
66728,F1,2012-12-12,2013-01-07,ShangHai,imaging science,Clear
100378,B1,2013-04-12,2013-05-07,BeiJing,ľçĆřš¤łĚ,Clear
118284,F1,2013-05-10,2013-06-10,ShangHai,Pharmaceutical science,Clear
75567,L1,2012-12-12,2013-07-01,BeiJing,CS,Clear
72570,F1,2012-12-26,2013-01-22,GuangZhou,Chemistry,Clear
37313,J1,2012-07-16,2012-08-09,ShenYang,chemistry,Clear
130990,J1,2013-05-10,2013-07-09,BeiJing,EE,Clear
130416,F1,2013-05-13,2013-07-10,ShangHai,Physics,Clear
107948,F1,2013-05-10,2013-06-04,BeiJing,Computer Science,Clear
132683,F1,2013-05-29,2013-07-03,ShangHai,Pharmaceutical Sciences,Clear
117977,F1,2013-05-10,2013-06-07,ShangHai,Mining Engineering,Clear
236180,H1,2013-10-29,2013-11-18,Ottawa,Engineering,Clear
221362,H1,2013-10-15,,BeiJing,Physics,Pending
107905,F1,2013-05-10,,ShangHai,bio,Pending
74279,F1,2013-01-03,2013-01-23,ChengDu,CS,Clear
132641,F1,2013-05-29,2013-07-11,ShangHai,Pharmaceutical Sciences,Clear
161749,F1,2013-07-09,2013-08-14,BeiJing,EE,Clear
223286,F1,2013-11-05,2013-11-26,ShangHai,mechanical/material,Clear
73934,F1,2013-01-07,2013-02-15,BeiJing,Material Sci.& Engin.,Clear
133221,H1,2013-06-17,,ShangHai,Civil Engineering,Pending
